2,0,1,2.243941842,0.687294539,0
2,0,2,5.916666667,0.027988384,0
2,0,3,0.067444877,0.963683528,0
2,0,4,0.067444877,43.05577173,0
2,0,5,3.4296875,42269.14063,0
2,0,6,0.067444877,43.05577173,0
2,0,7,0.067444877,25.03242542,0
2,1,2,1.3573927,0.023541849,0
2,1,3,0.024030386,0.963683528,0
2,1,4,0.024030386,43.05577173,0
2,1,5,1.494917819,42269.14063,0
2,1,6,0.024030386,43.05577173,0
2,1,7,0.024030386,25.03242542,0
2,2,3,0.016430035,0.0,0
2,2,4,0.026009007,1113.324225,0
2,2,5,0.046783353,30656.57762,0
2,2,6,0.026009007,1354.870324,0
2,2,7,0.027330375,113.8188406,0
2,3,4,0.0,1024.441563,0
2,3,5,0.406808036,30650.09082,0
2,3,6,0.0,1186.40249,0
2,3,7,0.0,575.9326683,0
2,4,5,512.7601322,5427.10672,0
2,4,6,38.07786885,38.07786885,0
2,4,7,38.07786885,20.04098361,0
2,5,6,5427.10672,1425.253623,0
2,5,7,5427.10672,154.1086957,0
2,6,7,38.07786885,20.04098361,0
2,0,1,0.0625,0.02914964,1
2,0,2,5.916666667,0.027988384,1
2,0,3,3.125314861,0.011335013,1
2,0,4,0.067444877,43.05577173,1
2,0,5,3.4296875,42269.14063,1
2,0,6,0.067444877,43.05577173,1
2,0,7,0.067444877,25.03242542,1
2,1,2,1.3573927,0.023541849,1
2,1,3,1.049904815,0.06122449,1
2,1,4,0.024030386,43.05577173,1
2,1,5,1.494917819,42269.14063,1
2,1,6,0.024030386,43.05577173,1
2,1,7,0.024030386,25.03242542,1
2,2,3,0.016430035,0.0,1
2,2,4,0.017372242,1468.571681,1
2,2,5,0.046783353,30656.57762,1
2,2,6,0.017372242,2189.274611,1
2,2,7,0.027330375,113.8188406,1
2,3,4,0.0,1024.441563,1
2,3,5,0.0,44978.0413,1
2,3,6,0.0,2365.209713,1
2,3,7,0.0,287.0652174,1
2,4,5,512.7601322,5427.10672,1
2,4,6,38.07786885,38.07786885,1
2,4,7,38.07786885,20.04098361,1
2,5,6,5427.10672,1425.253623,1
2,5,7,5427.10672,154.1086957,1
2,6,7,38.07786885,20.04098361,1
2,0,1,0.0625,0.02914964,2
2,0,2,5.916666667,0.027988384,2
2,0,3,0.067444877,0.963683528,2
2,0,4,0.067444877,43.05577173,2
2,0,5,3.4296875,42269.14063,2
2,0,6,0.067444877,43.05577173,2
2,0,7,0.067444877,25.03242542,2
2,1,2,1.3573927,0.023541849,2
2,1,3,0.024030386,0.963683528,2
2,1,4,0.024030386,43.05577173,2
2,1,5,1.494917819,42269.14063,2
2,1,6,0.024030386,43.05577173,2
2,1,7,0.024030386,25.03242542,2
2,2,3,0.016430035,0.0,2
2,2,4,0.026009007,1113.324225,2
2,2,5,0.056917502,11673.55951,2
2,2,6,0.026009007,1354.870324,2
2,2,7,0.027330375,113.8188406,2
2,3,4,0.0,1024.441563,2
2,3,5,0.406808036,30650.09082,2
2,3,6,0.0,1186.40249,2
2,3,7,0.0,287.0652174,2
2,4,5,512.7601322,5427.10672,2
2,4,6,38.07786885,38.07786885,2
2,4,7,38.07786885,20.04098361,2
2,5,6,5427.10672,1425.253623,2
2,5,7,5427.10672,154.1086957,2
2,6,7,38.07786885,20.04098361,2
2,0,1,0.0625,0.02914964,3
2,0,2,5.916666667,0.027988384,3
2,0,3,0.067444877,0.963683528,3
2,0,4,0.067444877,43.05577173,3
2,0,5,3.4296875,42269.14063,3
2,0,6,0.067444877,43.05577173,3
2,0,7,0.067444877,25.03242542,3
2,1,2,1.3573927,0.023541849,3
2,1,3,0.024030386,0.963683528,3
